id,t1_h,t1_min,t2,t3_h,t3_min,t4_1,t4_2,t5_a,t5_b,t5_c,t5_d,t5_e,t5_f,t5_g,t5_h,t5_i,t5_j,t6,t7,t8,t9
139.00 ,1.00 ,50.00 ,2.00 ,8.00 ,30.00 ,7.00 ,30.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,4.00 ,2.00 
140.00 ,22.00 ,30.00 ,15.00 ,6.00 ,30.00 ,8.00 ,30.00 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,4.00 ,3.00 ,3.00 ,2.00 ,2.00 ,2.00 ,2.00 
141.00 ,11.00 ,0.00 ,180.00 ,7.00 ,30.00 ,7.00 ,0.00 ,5.00 ,3.00 ,3.00 ,2.00 ,5.00 ,3.00 ,3.00 ,2.00 ,3.00 ,5.00 ,4.00 ,2.00 ,3.00 ,2.00 
142.00 ,22.00 ,0.00 ,60.00 ,9.00 ,0.00 ,10.00 ,0.00 ,3.00 ,3.00 ,3.00 ,3.00 ,2.00 ,3.00 ,3.00 ,2.00 ,3.00 ,2.00 ,3.00 ,2.00 ,5.00 ,3.00 
143.00 ,11.00 ,30.00 ,30.00 ,9.00 ,30.00 ,10.00 ,30.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 
144.00 ,10.00 ,30.00 ,15.00 ,8.00 ,0.00 ,7.00 ,0.00 ,4.00 ,5.00 ,5.00 ,5.00 ,5.00 ,3.00 ,5.00 ,5.00 ,5.00 ,5.00 ,2.00 ,2.00 ,4.00 ,3.00 
145.00 ,23.00 ,59.00 ,30.00 ,10.00 ,30.00 ,6.00 ,10.00 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,4.00 ,2.00 ,3.00 ,3.00 
146.00 ,10.00 ,0.00 ,20.00 ,9.00 ,0.00 ,7.00 ,30.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 
147.00 ,23.00 ,30.00 ,30.00 ,7.00 ,15.00 ,7.00 ,0.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,5.00 ,3.00 
148.00 ,12.00 ,0.00 ,60.00 ,10.00 ,30.00 ,7.00 ,0.00 ,5.00 ,5.00 ,2.00 ,2.00 ,4.00 ,2.00 ,3.00 ,3.00 ,2.00 ,2.00 ,4.00 ,2.00 ,4.00 ,5.00 
149.00 ,12.00 ,20.00 ,60.00 ,8.00 ,40.00 ,7.00 ,30.00 ,5.00 ,5.00 ,4.00 ,3.00 ,5.00 ,3.00 ,5.00 ,4.00 ,3.00 ,5.00 ,3.00 ,2.00 ,4.00 ,4.00 
150.00 ,23.00 ,30.00 ,10.00 ,9.00 ,0.00 ,9.00 ,20.00 ,2.00 ,3.00 ,2.00 ,3.00 ,2.00 ,3.00 ,3.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 
151.00 ,23.00 ,30.00 ,25.00 ,8.00 ,30.00 ,7.00 ,15.00 ,5.00 ,4.00 ,5.00 ,3.00 ,2.00 ,2.00 ,5.00 ,5.00 ,2.00 ,4.00 ,4.00 ,4.00 ,5.00 ,3.00 
152.00 ,11.00 ,30.00 ,10.00 ,9.00 ,30.00 ,9.00 ,10.00 ,4.00 ,3.00 ,4.00 ,3.00 ,2.00 ,2.00 ,3.00 ,2.00 ,2.00 ,3.00 ,3.00 ,2.00 ,3.00 ,2.00 
153.00 ,11.00 ,0.00 ,1.00 ,9.00 ,0.00 ,8.00 ,0.00 ,3.00 ,3.00 ,3.00 ,2.00 ,3.00 ,3.00 ,3.00 ,3.00 ,2.00 ,2.00 ,4.00 ,2.00 ,3.00 ,3.00 
154.00 ,10.00 ,30.00 ,30.00 ,8.00 ,30.00 ,8.00 ,30.00 ,5.00 ,4.00 ,4.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 ,2.00 ,3.00 ,2.00 
155.00 ,23.00 ,30.00 ,30.00 ,9.00 ,30.00 ,9.00 ,30.00 ,4.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 
156.00 ,12.00 ,0.00 ,10.00 ,8.00 ,30.00 ,8.00 ,30.00 ,4.00 ,3.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 ,2.00 ,4.00 ,2.00 
157.00 ,23.00 ,10.00 ,18.00 ,7.00 ,30.00 ,7.00 ,1.00 ,3.00 ,3.00 ,3.00 ,3.00 ,4.00 ,4.00 ,3.00 ,4.00 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 
158.00 ,11.00 ,30.00 ,30.00 ,8.00 ,30.00 ,8.00 ,30.00 ,4.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 ,3.00 ,2.00 ,2.00 ,3.00 ,2.00 ,3.00 ,4.00 
159.00 ,22.00 ,30.00 ,180.00 ,10.00 ,0.00 ,6.00 ,20.00 ,5.00 ,2.00 ,5.00 ,2.00 ,2.00 ,5.00 ,5.00 ,4.00 ,2.00 ,2.00 ,5.00 ,2.00 ,5.00 ,5.00 
160.00 ,2.00 ,0.00 ,10.00 ,10.00 ,0.00 ,9.00 ,0.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,5.00 ,5.00 
161.00 ,10.00 ,0.00 ,5.00 ,7.00 ,30.00 ,8.00 ,30.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 
162.00 ,12.00 ,10.00 ,10.00 ,8.00 ,0.00 ,7.00 ,20.00 ,3.00 ,3.00 ,2.00 ,3.00 ,2.00 ,2.00 ,2.00 ,3.00 ,2.00 ,2.00 ,3.00 ,2.00 ,3.00 ,3.00 
163.00 ,4.00 ,0.00 ,120.00 ,11.00 ,0.00 ,7.00 ,0.00 ,5.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 ,2.00 ,5.00 ,3.00 
164.00 ,9.00 ,30.00 ,10.00 ,7.00 ,30.00 ,10.00 ,1.00 ,2.00 ,3.00 ,4.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,5.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 
165.00 ,10.00 ,30.00 ,20.00 ,10.00 ,30.00 ,12.00 ,0.00 ,3.00 ,3.00 ,2.00 ,3.00 ,3.00 ,3.00 ,4.00 ,4.00 ,5.00 ,3.00 ,3.00 ,2.00 ,2.00 ,3.00 
166.00 ,2.00 ,0.00 ,2.00 ,11.00 ,30.00 ,8.00 ,0.00 ,3.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 ,3.00 ,2.00 ,3.00 ,2.00 ,4.00 ,3.00 
167.00 ,12.00 ,0.00 ,7.00 ,10.00 ,30.00 ,10.00 ,30.00 ,2.00 ,3.00 ,2.00 ,4.00 ,2.00 ,2.00 ,3.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 ,3.00 
168.00 ,23.00 ,0.00 ,10.00 ,8.00 ,30.00 ,10.00 ,0.00 ,3.00 ,2.00 ,3.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 
169.00 ,12.00 ,0.00 ,30.00 ,10.00 ,0.00 ,10.00 ,0.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 ,2.00 ,2.00 ,2.00 
170.00 ,12.00 ,0.00 ,30.00 ,10.00 ,0.00 ,9.00 ,0.00 ,4.00 ,4.00 ,3.00 ,4.00 ,2.00 ,2.00 ,3.00 ,4.00 ,2.00 ,2.00 ,3.00 ,3.00 ,3.00 ,5.00 
171.00 ,12.00 ,40.00 ,70.00 ,10.00 ,30.00 ,8.00 ,30.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,5.00 ,3.00 ,2.00 ,2.00 ,5.00 ,3.00 ,2.00 ,3.00 ,3.00 
172.00 ,11.00 ,0.00 ,30.00 ,9.00 ,30.00 ,10.00 ,30.00 ,3.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 ,3.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 ,3.00 
173.00 ,10.00 ,30.00 ,10.00 ,7.00 ,30.00 ,7.00 ,30.00 ,2.00 ,2.00 ,3.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 ,2.00 ,3.00 ,3.00 
174.00 ,11.00 ,30.00 ,10.00 ,9.00 ,30.00 ,9.00 ,30.00 ,3.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 
175.00 ,12.00 ,30.00 ,30.00 ,9.00 ,0.00 ,8.00 ,0.00 ,4.00 ,4.00 ,3.00 ,3.00 ,2.00 ,2.00 ,4.00 ,4.00 ,4.00 ,3.00 ,4.00 ,2.00 ,4.00 ,4.00 
176.00 ,2.00 ,0.00 ,10.00 ,11.00 ,0.00 ,8.00 ,0.00 ,3.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,4.00 ,3.00 ,2.00 ,2.00 ,2.00 ,2.00 ,4.00 ,3.00 
177.00 ,23.00 ,1.00 ,20.00 ,10.00 ,10.00 ,8.00 ,7.00 ,4.00 ,3.00 ,3.00 ,3.00 ,4.00 ,3.00 ,4.00 ,3.00 ,4.00 ,3.00 ,3.00 ,2.00 ,4.00 ,3.00 
178.00 ,11.00 ,0.00 ,10.00 ,10.00 ,0.00 ,9.00 ,0.00 ,2.00 ,3.00 ,3.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 
179.00 ,12.00 ,0.00 ,20.00 ,10.00 ,30.00 ,8.00 ,30.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,2.00 ,4.00 ,2.00 ,5.00 ,5.00 
180.00 ,23.00 ,0.00 ,3.00 ,8.00 ,0.00 ,7.00 ,30.00 ,4.00 ,5.00 ,5.00 ,4.00 ,5.00 ,2.00 ,2.00 ,5.00 ,2.00 ,5.00 ,3.00 ,2.00 ,2.00 ,3.00 
181.00 ,11.00 ,0.00 ,30.00 ,8.00 ,0.00 ,8.00 ,0.00 ,4.00 ,3.00 ,3.00 ,4.00 ,3.00 ,4.00 ,4.00 ,3.00 ,4.00 ,2.00 ,4.00 ,4.00 ,3.00 ,3.00 
182.00 ,12.00 ,0.00 ,5.00 ,10.00 ,0.00 ,8.00 ,0.00 ,2.00 ,2.00 ,4.00 ,2.00 ,2.00 ,4.00 ,4.00 ,3.00 ,2.00 ,2.00 ,3.00 ,2.00 ,5.00 ,3.00 
183.00 ,12.00 ,0.00 ,30.00 ,8.00 ,30.00 ,8.00 ,30.00 ,3.00 ,3.00 ,2.00 ,3.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 ,2.00 ,3.00 ,2.00 ,4.00 ,4.00 
184.00 ,10.00 ,30.00 ,60.00 ,8.00 ,30.00 ,10.00 ,0.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 
185.00 ,2.00 ,30.00 ,15.00 ,2.00 ,30.00 ,11.00 ,45.00 ,3.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 ,3.00 ,4.00 ,3.00 ,2.00 ,3.00 ,2.00 ,5.00 ,5.00 
186.00 ,11.00 ,30.00 ,60.00 ,8.00 ,30.00 ,9.00 ,30.00 ,3.00 ,3.00 ,2.00 ,4.00 ,2.00 ,3.00 ,4.00 ,2.00 ,2.00 ,2.00 ,3.00 ,2.00 ,2.00 ,2.00 
187.00 ,8.00 ,0.00 ,5.00 ,14.00 ,0.00 ,6.00 ,0.00 ,3.00 ,2.00 ,2.00 ,4.00 ,5.00 ,3.00 ,4.00 ,2.00 ,3.00 ,2.00 ,3.00 ,2.00 ,4.00 ,4.00 
188.00 ,23.00 ,30.00 ,30.00 ,9.00 ,30.00 ,8.00 ,30.00 ,3.00 ,3.00 ,3.00 ,2.00 ,2.00 ,3.00 ,3.00 ,2.00 ,2.00 ,2.00 ,3.00 ,2.00 ,3.00 ,3.00 
189.00 ,11.00 ,20.00 ,15.00 ,7.00 ,20.00 ,7.00 ,40.00 ,4.00 ,3.00 ,2.00 ,3.00 ,3.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 ,2.00 ,4.00 ,4.00 
190.00 ,10.00 ,30.00 ,2.00 ,8.00 ,30.00 ,9.00 ,30.00 ,2.00 ,3.00 ,2.00 ,2.00 ,3.00 ,2.00 ,3.00 ,2.00 ,3.00 ,2.00 ,3.00 ,2.00 ,2.00 ,2.00 
191.00 ,10.00 ,30.00 ,20.00 ,7.00 ,0.00 ,6.00 ,30.00 ,4.00 ,5.00 ,4.00 ,3.00 ,3.00 ,4.00 ,3.00 ,4.00 ,3.00 ,4.00 ,4.00 ,2.00 ,3.00 ,3.00 
192.00 ,21.00 ,0.00 ,60.00 ,8.00 ,30.00 ,10.00 ,30.00 ,4.00 ,2.00 ,2.00 ,2.00 ,2.00 ,4.00 ,2.00 ,3.00 ,2.00 ,2.00 ,3.00 ,2.00 ,3.00 ,2.00 
193.00 ,1.00 ,0.00 ,30.00 ,10.00 ,40.00 ,7.00 ,0.00 ,2.00 ,4.00 ,4.00 ,4.00 ,2.00 ,2.00 ,5.00 ,4.00 ,2.00 ,2.00 ,3.00 ,2.00 ,5.00 ,3.00 
194.00 ,10.00 ,30.00 ,30.00 ,8.00 ,30.00 ,10.00 ,0.00 ,3.00 ,4.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 ,3.00 ,2.00 ,2.00 ,3.00 
195.00 ,11.00 ,10.00 ,25.00 ,9.00 ,20.00 ,7.00 ,47.00 ,4.00 ,3.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 ,2.00 ,4.00 ,4.00 
196.00 ,11.00 ,0.00 ,5.00 ,8.00 ,0.00 ,9.00 ,50.00 ,5.00 ,5.00 ,5.00 ,3.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,2.00 ,2.00 ,2.00 ,2.00 
197.00 ,11.00 ,11.00 ,5.00 ,7.00 ,0.00 ,9.00 ,30.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 
198.00 ,12.00 ,30.00 ,240.00 ,8.00 ,0.00 ,7.00 ,30.00 ,3.00 ,3.00 ,3.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 ,2.00 ,2.00 ,3.00 ,2.00 ,3.00 ,3.00 
199.00 ,12.00 ,0.00 ,10.00 ,9.00 ,0.00 ,9.00 ,0.00 ,3.00 ,5.00 ,5.00 ,4.00 ,2.00 ,3.00 ,3.00 ,2.00 ,4.00 ,2.00 ,4.00 ,2.00 ,4.00 ,4.00 
200.00 ,10.00 ,46.00 ,20.00 ,6.00 ,50.00 ,17.00 ,58.00 ,4.00 ,3.00 ,3.00 ,4.00 ,4.00 ,3.00 ,4.00 ,3.00 ,4.00 ,4.00 ,3.00 ,3.00 ,3.00 ,3.00 
201.00 ,2.00 ,20.00 ,360.00 ,9.00 ,10.00 ,9.00 ,0.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,2.00 ,5.00 ,5.00 
202.00 ,12.00 ,50.00 ,30.00 ,8.00 ,10.00 ,9.00 ,10.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 
203.00 ,9.00 ,9.00 ,30.00 ,8.00 ,9.00 ,9.00 ,9.00 ,4.00 ,3.00 ,4.00 ,4.00 ,5.00 ,3.00 ,3.00 ,4.00 ,5.00 ,3.00 ,2.00 ,2.00 ,4.00 ,3.00 
204.00 ,1.00 ,25.00 ,3.00 ,11.00 ,10.00 ,10.00 ,0.00 ,3.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 ,3.00 ,4.00 ,4.00 ,2.00 ,3.00 ,2.00 ,4.00 ,4.00 
205.00 ,10.00 ,0.00 ,1.00 ,10.00 ,0.00 ,10.00 ,10.00 ,4.00 ,3.00 ,4.00 ,4.00 ,4.00 ,4.00 ,4.00 ,4.00 ,3.00 ,4.00 ,3.00 ,3.00 ,3.00 ,3.00 
206.00 ,11.00 ,0.00 ,20.00 ,9.00 ,0.00 ,8.00 ,0.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,2.00 ,2.00 ,2.00 ,2.00 
207.00 ,12.00 ,30.00 ,90.00 ,10.00 ,0.00 ,9.00 ,30.00 ,4.00 ,4.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 ,4.00 ,2.00 ,2.00 ,3.00 ,2.00 ,3.00 ,2.00 
208.00 ,10.00 ,30.00 ,30.00 ,8.00 ,20.00 ,9.00 ,20.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 ,2.00 ,2.00 ,2.00 ,3.00 ,2.00 ,3.00 ,2.00 
209.00 ,2.00 ,30.00 ,2.00 ,9.00 ,0.00 ,7.00 ,0.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 ,4.00 ,2.00 ,2.00 ,2.00 ,3.00 ,2.00 ,2.00 ,3.00 
210.00 ,12.00 ,0.00 ,10.00 ,10.00 ,0.00 ,9.00 ,0.00 ,3.00 ,3.00 ,3.00 ,3.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 ,2.00 ,2.00 ,3.00 
211.00 ,10.00 ,45.00 ,30.00 ,7.00 ,40.00 ,8.00 ,35.00 ,3.00 ,3.00 ,2.00 ,2.00 ,2.00 ,3.00 ,2.00 ,3.00 ,2.00 ,2.00 ,3.00 ,2.00 ,2.00 ,2.00 
212.00 ,10.00 ,0.00 ,30.00 ,6.00 ,0.00 ,7.00 ,0.00 ,3.00 ,3.00 ,3.00 ,3.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,3.00 ,3.00 ,3.00 ,3.00 
